Time_us,Front_Right_Angle_Deg,Front_Left_Angle_Deg,Rear_Right_Travel,Rear_Left_Travel,Steering_Angle_Deg,TPS_Percent,Coolant_Temp_F,RPM,DD8_Volts,ax_g,ay_g,az_g,Accel_Seq,Accel_Age_us
7166501,129.6188,165.1026,45.5523,55.5230,68.0938,2.82,139.89,4180,0.0482,-0.18200,0.17800,1.88400,831,8358
7171501,185.9238,93.5484,45.6501,55.4252,64.5748,2.43,136.21,4167,0.9640,0.93700,0.15800,0.22500,833,3532
7176501,186.8035,93.2551,45.5523,55.5230,64.2229,1.85,136.74,4272,0.9479,0.98300,0.10700,-0.23900,834,3444
7181501,185.3372,94.1349,45.6501,55.5230,64.2229,2.14,135.16,4272,1.0090,0.09300,0.10300,1.31100,835,3532
7186501,186.2170,93.8416,45.6501,55.4252,64.2229,2.04,137.79,4167,1.0475,-0.26400,0.15400,2.20500,836,1845
7191501,185.3372,93.8416,45.6501,55.4252,64.2229,10.71,137.79,4377,1.0186,-0.35500,-0.28400,2.26000,837,3271
7196501,186.5103,93.5484,45.5523,55.4252,63.8710,1.66,134.11,4206,0.9511,0.68300,0.16700,0.69300,838,3532
7201501,186.2170,93.5484,45.7478,55.3275,64.2229,1.85,137.53,4141,0.9479,0.98400,0.04900,-0.33500,839,3532
7241517,185.9238,95.6012,45.6501,55.4252,64.5748,5.26,132.01,4509,0.9383,0.01500,-0.05800,1.71800,842,3
7246517,186.8035,93.8416,45.4545,55.4252,63.8710,3.80,132.79,4482,0.9961,0.01500,-0.05800,1.71800,842,5003
7251517,186.5103,94.7214,45.6501,55.4252,63.8710,5.36,145.68,4943,1.2210,1.02700,0.08700,-0.21600,849,3461
7256517,186.5103,93.8416,45.5523,55.4252,64.5748,4.09,131.48,4772,0.9736,0.62200,0.23700,0.60800,850,3548
7261517,186.2170,94.1349,45.5523,55.3275,64.2229,3.12,132.01,4548,0.9736,-0.43400,-0.03200,2.12500,851,2072
7266517,186.5103,94.1349,45.5523,55.3275,63.8710,4.67,130.43,4522,0.9800,-0.01100,0.00700,1.78200,852,3634
7271517,185.6305,93.5484,45.7478,55.5230,63.8710,4.28,130.17,4574,0.9768,1.00500,0.14900,0.01200,853,3547
7276517,186.2170,94.4282,45.2590,55.5230,63.8710,26.10,134.37,4719,1.1214,0.91800,0.06900,-0.11500,854,3548
7281517,186.5103,94.1349,45.7478,55.5230,64.2229,3.60,132.01,4496,0.9704,0.85300,0.20500,0.09600,855,2044
7286517,185.9238,93.8416,45.5523,55.4252,63.8710,4.28,130.17,4614,1.0218,-0.18600,0.13500,1.59000,856,3373
7291517,187.3900,94.4282,45.6501,55.4252,64.2229,5.06,130.69,4417,0.9961,-0.09200,0.03100,2.17300,857,3547
7296517,186.5103,93.8416,45.6501,55.3275,64.5748,3.60,128.85,4482,1.0154,0.35300,-0.05500,0.69000,858,3547
7301517,187.3900,94.1349,45.6501,55.4252,63.5191,4.67,132.01,4390,0.9800,0.95600,0.12700,-0.07900,859,2035
7306517,187.6833,93.5484,45.6501,55.4252,63.5191,3.60,130.95,4535,0.9929,0.86200,0.14200,0.31200,860,3547
7311517,186.2170,93.5484,45.6501,55.2297,63.8710,7.89,132.01,4588,1.0090,-0.30100,0.06100,1.83400,861,3460
7316517,186.5103,94.1349,45.4545,55.5230,63.8710,3.89,129.11,4509,0.9640,-0.09200,-0.00800,2.04000,862,3547
7321517,185.6305,93.5484,45.6501,55.4252,63.5191,3.51,129.90,4390,0.9993,0.36700,-0.05500,0.58700,863,2021
7326517,185.9238,93.5484,45.6501,55.5230,64.2229,4.48,128.33,4469,1.0025,0.74800,0.27700,0.46300,864,3547
7331517,185.9238,94.1349,45.6501,55.5230,63.5191,4.09,133.32,4719,0.9736,1.33500,0.12500,-0.47500,865,3373
7336517,186.2170,94.4282,45.6501,55.4252,63.1672,3.89,129.90,4443,0.9543,0.19700,0.14300,1.10000,866,3460
7341517,186.8035,93.5484,45.7478,55.3275,63.1672,4.97,130.95,4482,0.9640,-0.08700,0.08200,2.10100,867,2006
7346517,186.5103,94.4282,45.6501,55.4252,63.5191,4.19,130.17,4522,0.9800,-0.38600,-0.19700,1.75700,868,3286
7351517,186.2170,94.1349,45.8456,55.4252,63.8710,4.77,129.64,4509,1.0218,0.75900,0.23000,0.36200,869,3547
7356517,186.8035,94.1349,45.5523,55.5230,63.8710,5.26,130.17,4509,0.9961,1.14800,0.03800,-0.37000,870,3460
7394204,186.5103,92.9619,45.7478,55.4252,63.8710,5.36,131.48,4509,0.9608,-0.33600,-0.02500,2.03900,873,0
7399204,186.5103,93.8416,45.6501,55.4252,63.8710,3.31,131.74,4404,1.0411,-0.33600,-0.02500,2.03900,873,5000
7404204,186.2170,93.8416,45.4545,55.5230,63.5191,5.45,131.22,4509,1.0122,-0.17900,0.03800,0.92100,880,1234
7409204,186.2170,93.8416,45.5523,55.4252,64.2229,3.60,132.79,4535,0.9768,0.29800,0.22800,0.72700,881,1234
7414204,184.7507,93.8416,45.5523,55.3275,63.8710,4.38,130.69,4574,0.9672,0.77600,-0.08800,-0.20300,882,1147
7419204,186.5103,94.4282,45.7478,55.4252,64.5748,4.38,130.17,4522,0.9672,1.31600,0.31600,0.15200,883,1147
7424204,186.5103,94.1349,45.6501,55.4252,63.8710,4.28,128.85,4482,0.9640,0.51500,-0.00600,1.04900,884,1234
7429204,186.8035,93.8416,45.5523,55.4252,63.8710,3.80,131.74,4390,0.9929,-0.49300,0.03600,2.45400,885,1147
7434204,186.2170,93.5484,45.7478,55.4252,64.5748,4.67,130.17,4390,0.9833,-0.21100,0.20600,1.75600,886,1060
7439204,186.8035,93.8416,45.8456,55.2297,63.8710,5.16,129.38,4482,0.9865,0.00100,-0.22500,0.41700,887,1321
7444204,186.8035,94.4282,45.6501,55.6207,64.5748,3.99,129.90,4469,0.9608,1.39800,0.24700,-0.22600,888,1060
7449204,186.5103,93.2551,45.6501,55.3275,64.2229,9.44,131.22,4548,0.9897,1.16900,0.01200,0.09900,889,1321
7454204,187.0968,93.2551,45.6501,55.4252,63.5191,3.60,130.69,4417,0.9608,1.22200,0.26200,0.33300,890,1147
7459204,186.5103,94.1349,45.6501,55.5230,64.2229,5.06,131.22,4430,0.9704,0.29000,-0.25300,1.46100,891,1060
7464204,186.5103,94.4282,45.6501,55.4252,63.8710,3.99,131.48,4430,1.0154,-0.55900,0.09500,2.38700,892,1147
7469204,186.8035,93.8416,45.6501,55.3275,64.2229,3.51,129.64,4443,1.0057,-0.42600,0.28100,1.82300,893,1060
7474204,186.5103,93.8416,45.6501,55.4252,63.8710,4.19,133.85,4338,0.9640,0.07600,-0.07700,0.52000,894,1321
7479204,186.5103,94.1349,45.6501,55.3275,64.2229,4.38,129.90,4456,0.9543,1.32000,0.24100,-0.34200,895,1060
7484204,187.3900,94.1349,45.6501,55.4252,63.8710,16.16,131.48,4837,1.0604,1.18700,-0.11300,0.02100,896,1146
7489204,186.5103,93.8416,45.5523,55.5230,63.8710,3.60,127.54,4693,0.9833,0.58100,0.09500,1.14100,897,1234
7527181,185.9238,93.8416,45.7478,55.4252,63.5191,3.80,130.95,4680,1.0250,-0.51900,-0.00200,2.05900,900,0
7532181,186.5103,93.8416,45.5523,55.4252,63.5191,4.28,132.53,4916,0.7487,-0.51900,-0.00200,2.05900,900,5000
7537181,186.2170,93.8416,45.5523,55.3275,63.8710,4.28,131.74,4706,1.0025,-0.72600,0.24000,2.39000,906,4036
7542181,186.2170,94.1349,45.6501,55.3275,63.8710,3.51,130.95,4732,0.9897,-0.37100,0.29300,1.51000,907,4036
7547181,185.9238,93.2551,45.8456,55.3275,63.5191,4.97,133.85,4667,1.0057,-0.86000,0.15800,2.05700,908,1915
7552181,186.2170,93.8416,45.6501,55.3275,63.8710,3.99,129.64,4667,1.0154,0.28000,0.16300,0.41200,909,4211
7557181,186.2170,93.8416,45.6501,55.3275,63.5191,5.16,132.01,4798,0.9929,0.87400,-0.05900,-0.17000,910,4123
7562181,186.2170,93.8416,45.8456,55.4252,63.8710,3.70,128.59,4745,1.0218,1.83900,0.15500,-0.46100,911,4036
7567181,186.5103,93.5484,45.7478,55.5230,64.2229,4.28,129.64,4864,1.0057,0.81600,-0.20900,0.81000,912,1911
7572181,186.8035,94.1349,45.6501,55.4252,63.8710,5.16,132.01,4798,1.0347,0.27900,0.27600,1.79900,913,4124
7577181,187.9765,93.8416,45.5523,55.5230,64.2229,3.51,129.64,4811,0.9929,-0.62200,-0.07200,2.38200,914,4036
7582181,186.5103,94.1349,45.5523,55.4252,64.2229,3.02,132.01,4706,1.0122,-0.86200,0.25300,2.01600,915,4037
7587181,186.2170,93.5484,45.6501,55.4252,64.2229,4.77,131.22,4719,0.9800,0.18000,0.21200,0.67300,916,1887
7592181,186.5103,93.8416,45.5523,55.4252,63.5191,3.99,134.63,4772,0.9929,-0.65400,0.10800,1.30400,917,4036
7597181,187.0968,93.8416,45.6501,55.3275,63.8710,3.70,128.06,4759,1.0025,0.51300,0.01100,0.26900,918,4297
7602181,188.2698,93.8416,45.5523,55.4252,65.2786,4.77,131.22,4772,0.9929,0.93600,-0.09500,-0.07700,919,4210
7607181,186.8035,90.0293,45.6501,55.4252,63.5191,22.10,132.79,4824,1.0893,1.83800,0.12200,-0.40300,920,1873
7612181,186.8035,94.1349,45.7478,55.5230,63.8710,3.21,132.27,4759,1.0411,0.93700,-0.14600,0.68400,921,4123
7617181,186.2170,93.5484,45.6501,55.3275,64.5748,5.06,131.22,4706,1.0122,0.50600,0.35900,1.49000,922,4123
7622181,186.5103,94.1349,45.5523,55.4252,63.5191,8.37,132.27,4864,1.0218,-0.42400,0.18900,2.30400,923,4036
7627181,186.8035,94.1349,45.5523,55.5230,64.2229,3.89,132.01,4864,0.9897,-0.92100,0.49600,2.40600,924,1855
7632181,186.2170,93.5484,45.6501,55.5230,64.2229,3.80,132.27,4956,1.0347,-0.36300,0.00600,1.31900,925,4210
7637181,186.8035,93.5484,45.6501,55.4252,63.5191,5.36,130.95,5008,1.0186,-0.96500,0.35000,1.99400,926,4036
7642181,186.5103,92.6686,45.7478,55.5230,56.4809,32.13,134.37,5061,1.1600,-0.11300,-0.18500,0.84200,927,4036
7680157,186.5103,93.5484,45.5523,55.4252,63.5191,3.60,128.06,4956,1.0250,1.55400,-0.15300,-0.08400,930,436
7685157,186.2170,93.8416,45.6501,55.3275,63.8710,3.99,130.95,4956,0.9833,1.55400,-0.15300,-0.08400,930,5436
7690157,186.5103,93.8416,45.6501,55.4252,64.2229,9.64,131.74,5074,1.0443,-0.76500,-0.00200,1.33100,937,2099
7695157,187.0968,93.2551,45.5523,55.4252,63.8710,3.31,130.43,4995,1.0411,0.20300,-0.25000,0.27100,938,2099
7700157,187.0968,93.8416,45.5523,55.3275,62.8153,4.28,131.74,4969,1.0475,1.07800,-0.00300,-0.20200,939,1839
7705157,186.8035,94.1349,45.5523,55.3275,63.8710,4.28,131.74,5100,1.0122,1.52200,-0.07100,-0.30100,940,2012
7710157,186.5103,94.1349,45.6501,55.4252,63.8710,3.21,107.82,5127,1.2532,1.61300,-0.05300,0.15700,941,2099
7715157,186.2170,93.5484,45.5523,55.5230,64.2229,4.19,133.06,5048,1.0186,0.73600,0.07300,0.95900,942,2273
7720157,185.9238,93.5484,45.5523,55.3275,63.1672,1.66,129.11,5048,0.9479,1.43100,-0.01200,0.41500,943,1834
7725157,186.2170,95.8944,45.7478,55.3275,63.8710,3.31,134.37,5074,0.9961,0.21800,0.37100,1.68100,944,2099
7730157,185.9238,93.8416,45.5523,55.4252,63.8710,2.43,131.74,5192,1.0025,-0.13800,0.50100,2.12900,945,2012
7735157,186.2170,94.4282,45.5523,55.3275,63.8710,2.24,131.48,5087,1.0090,-0.82700,0.20800,2.33500,946,2012
7740604,186.2170,95.0147,45.5523,55.4252,63.1672,2.43,128.85,5127,0.9672,-0.79500,-0.01100,1.68300,947,1
7745604,186.5103,94.1349,45.6501,55.5230,63.8710,1.95,131.22,5008,0.9993,0.04900,0.16000,0.54700,948,2720
7750604,187.0968,98.8270,45.7478,55.3275,63.5191,1.85,129.90,5021,1.0379,0.69600,-0.15500,0.09600,949,2633
7755604,186.2170,93.8416,45.5523,55.4252,63.5191,1.85,129.90,5100,0.9833,1.49400,-0.15400,-0.27900,950,2372
7760604,186.2170,93.8416,45.5523,55.4252,63.5191,2.04,131.22,4929,0.9993,1.25300,-0.13600,0.10200,951,2061
7765604,186.8035,95.3079,46.5298,55.3275,64.2229,23.56,133.06,5074,1.1118,1.86600,0.08000,-0.26700,952,2546
7770604,186.5103,93.5484,45.6501,55.5230,63.8710,1.75,132.79,5021,0.9768,0.93500,0.05000,0.55800,953,2720
7775604,186.8035,93.8416,45.5523,55.2297,63.8710,1.85,129.64,5035,0.9800,0.84400,0.25700,1.32900,954,2546
7812455,185.6305,94.1349,45.5523,55.4252,63.5191,2.63,133.06,5100,0.9993,-0.84500,0.06900,1.43400,957,0
7817455,185.9238,93.5484,45.6501,55.5230,64.2229,2.14,130.17,5048,1.0090,-0.84500,0.06900,1.43400,957,5000
7822455,185.9238,93.8416,45.4545,55.4252,63.8710,0.29,132.53,5074,0.9383,0.94800,-0.04300,1.09800,963,4397
7827455,186.8035,93.2551,45.8456,55.3275,64.2229,1.36,130.17,5087,1.0025,-0.11100,0.30500,1.86400,964,4310
7832455,186.2170,93.8416,45.7478,55.3275,63.8710,0.00,130.17,4943,0.9608,-0.42000,0.49500,2.44200,965,2036
7837455,186.8035,93.8416,45.5523,55.3275,63.1672,0.19,131.48,5074,0.9479,-0.94900,0.22400,1.75200,966,4310
7842455,186.2170,94.4282,45.6501,55.4252,63.5191,2.92,133.85,5140,0.9800,0.17600,0.01400,0.46600,967,4571
7847455,187.0968,93.8416,45.5523,55.4252,63.5191,0.19,129.90,4995,0.9800,0.67000,-0.16600,-0.02700,968,4397
7852455,185.9238,94.4282,45.6501,55.3275,64.5748,0.00,130.69,5035,0.9254,1.52800,-0.05500,-0.34700,969,2018
7857455,186.2170,94.1349,45.2590,55.5230,63.5191,26.00,134.11,5087,1.1182,1.27800,-0.06400,-0.06300,970,4396
7862455,188.2698,93.8416,45.5523,55.5230,63.5191,0.00,132.01,5074,0.9897,1.27700,0.05700,0.27700,971,4484
7867455,186.2170,93.5484,45.5523,55.4252,64.2229,0.19,131.48,5087,0.9575,0.66200,-0.05900,1.31600,972,4397
7872455,186.5103,92.0821,45.6501,55.4252,63.1672,0.00,133.58,5074,0.9575,-0.42400,0.27300,2.26100,973,2015
7877455,185.6305,93.5484,45.7478,55.3275,64.9267,0.39,130.17,4706,0.9351,-0.55700,0.28600,2.09300,974,4309
7882455,186.2170,94.1349,45.1613,55.5230,64.5748,6.62,133.58,4772,0.9929,-0.52000,0.20800,1.00700,975,4309
7887455,185.9238,93.8416,45.8456,55.4252,64.2229,0.58,130.95,4785,1.0025,0.89500,0.11800,-0.16700,976,4396
7892455,186.5103,94.1349,45.5523,55.4252,64.2229,0.00,130.17,4745,0.9511,1.16800,-0.04400,-0.10500,977,1991
7897455,186.5103,93.2551,45.6501,55.4252,63.8710,0.00,129.11,4745,0.9929,1.44600,-0.00200,0.15400,978,4484
7902455,185.9238,94.4282,45.7478,55.4252,63.5191,0.88,131.22,4745,0.9993,1.20600,-0.04600,0.38700,979,4396
7907455,185.6305,93.5484,45.6501,55.4252,63.8710,0.10,154.88,5232,1.2532,0.61400,0.18900,1.46100,980,4397
7912455,186.8035,93.8416,45.6501,55.5230,63.8710,0.19,130.69,4811,0.9286,-0.39200,-0.09500,2.40900,981,1980
7917455,186.5103,93.8416,45.6501,55.2297,64.2229,0.97,130.69,4877,0.9415,-0.92800,0.06500,1.95800,982,4396
7922455,186.5103,93.8416,45.5523,55.4252,64.2229,0.29,130.43,4785,0.9672,0.29800,0.16000,0.34300,983,4483
7927455,186.2170,93.8416,45.7478,55.5230,63.8710,0.58,129.11,4693,0.9511,1.07800,0.15800,-0.29800,984,4309
7967603,186.2170,93.8416,45.5523,55.4252,64.2229,0.10,130.43,4732,1.0090,1.08500,0.16500,0.84200,987,438
7972603,186.2170,93.8416,45.3568,55.3275,64.2229,3.41,132.53,4759,0.9608,1.08500,0.16500,0.84200,987,5438
7977603,186.2170,94.1349,45.6501,55.4252,63.1672,0.19,130.17,4706,0.9447,-0.24600,0.28100,2.52700,994,4457
7982603,186.5103,94.1349,45.6501,55.4252,63.8710,10.81,132.01,4627,0.9865,-0.33700,-0.07400,1.31000,995,4457
7987603,186.2170,94.4282,45.6501,55.4252,64.5748,0.00,128.85,4430,0.9318,-0.26200,-0.06700,1.32700,996,1953
7992603,186.2170,93.5484,45.7478,55.4252,63.8710,0.10,111.50,5008,1.2339,0.81700,0.02900,-0.21300,997,4631
7997603,186.5103,94.1349,45.5523,55.5230,64.9267,0.97,130.17,4601,0.9608,1.33900,0.32900,-0.23200,998,4457
8002603,186.5103,94.1349,45.5523,55.3275,64.2229,0.00,130.43,4469,0.9318,0.28600,0.08800,1.53800,999,4631
8007603,186.5103,93.2551,45.6501,55.4252,63.8710,1.36,129.90,4469,0.9447,-0.51200,0.07000,2.35000,1000,1944
8012603,186.2170,93.8416,45.5523,55.4252,64.2229,0.00,132.79,4417,0.9447,0.11100,-0.09300,1.26800,1001,4457
8017603,185.9238,94.1349,45.6501,55.4252,63.5191,1.66,131.48,4482,0.9672,0.81700,0.06100,-0.30000,1002,4544
8022603,185.9238,93.8416,45.5523,55.4252,63.5191,0.10,132.27,4469,0.9447,1.08100,0.39900,0.16700,1003,4457
8027603,186.5103,93.2551,45.7478,55.3275,63.8710,0.10,129.64,4535,0.9543,-0.35100,0.17300,2.08000,1004,1940
8032603,186.2170,94.1349,45.6501,55.4252,63.8710,0.00,105.98,5035,1.2500,-0.31400,0.14300,2.17200,1005,4370
8037603,186.2170,93.8416,45.8456,55.3275,64.2229,0.49,128.33,4443,0.9383,-0.18200,-0.34400,1.67200,1006,4283
8042603,186.5103,95.0147,45.6501,55.6207,63.5191,0.19,131.48,4430,1.0218,0.97400,0.08600,-0.10300,1007,4544
8047603,187.0968,93.5484,45.5523,55.4252,63.5191,1.36,132.27,4496,0.9961,1.10800,0.22100,-0.11100,1008,1917
8052603,186.8035,93.5484,45.6501,55.4252,64.2229,1.36,130.69,4509,0.9672,-0.67500,0.17400,2.22500,1009,4370
8057603,186.2170,93.8416,45.7478,55.3275,63.8710,0.10,132.01,4404,0.9479,0.15100,-0.05100,1.76500,1010,4457
8062603,185.9238,93.8416,45.6501,55.3275,64.2229,0.00,130.69,4548,1.0025,1.08700,-0.06400,-0.37000,1011,4370
8102702,186.5103,93.5484,45.5523,55.5230,63.5191,0.68,131.48,4036,0.9929,-0.79500,0.00400,2.47000,1014,2
8107702,186.8035,95.6012,45.4545,55.5230,63.5191,0.49,131.48,4206,0.9929,1.34700,0.04100,2.14500,1015,4643
8112702,186.8035,93.8416,45.9433,55.3275,63.8710,0.58,131.22,4259,0.9447,-0.36000,-0.16100,2.41800,1021,4382
8117702,186.2170,93.5484,45.6501,55.3275,63.8710,0.19,130.17,4206,0.9479,0.59200,-0.11300,0.64400,1022,4556
8122702,186.2170,93.8416,45.6501,55.5230,62.4633,0.00,131.74,4101,0.9029,1.61300,0.12300,-0.49700,1023,1816
8127702,186.2170,93.5484,45.5523,55.4252,63.8710,0.00,133.58,4167,0.9575,0.04200,0.32900,0.81600,1024,4730
8132702,185.9238,93.8416,45.6501,55.3275,63.5191,31.26,136.48,4667,1.1118,-0.57300,0.03300,2.67300,1025,4556
8137702,194.7214,93.5484,45.6501,55.4252,63.1672,16.94,132.01,4206,1.0025,1.49700,-0.18400,-0.11200,1026,4382
8142702,186.8035,93.5484,45.6501,55.4252,61.7595,3.60,130.95,3944,0.8740,0.31100,0.36000,0.28500,1027,1815
8147702,186.8035,94.1349,45.5523,55.3275,63.8710,0.58,132.79,4154,0.9768,-0.53500,-0.05300,2.46700,1028,4469
8152702,186.5103,94.7214,45.7478,55.4252,63.5191,1.07,130.95,3904,0.9383,1.27700,-0.04500,0.38400,1029,4556
8157702,185.9238,93.5484,45.6501,55.5230,64.5748,1.07,130.43,3983,0.8001,0.39600,0.37000,0.07900,1030,4730
8162702,186.2170,93.2551,45.5523,55.4252,63.8710,0.10,130.17,4062,0.9575,-0.52900,-0.09500,2.46200,1031,1345
8167702,186.2170,94.1349,45.6501,55.4252,62.4633,1.95,130.69,3957,0.9672,0.63500,-0.27300,1.28800,1032,4469
8172702,185.9238,93.5484,45.7478,55.1320,62.4633,0.00,131.22,3799,0.6844,0.92500,0.35400,-0.24300,1033,4556
8177702,186.5103,93.8416,45.6501,55.5230,65.2786,0.10,129.90,3930,1.0572,-0.43900,-0.07300,2.04700,1034,4468
8182702,185.9238,94.1349,45.5523,55.4252,63.8710,0.19,130.43,3917,0.6684,1.01500,0.00400,0.63300,1035,1813
8187702,186.5103,92.0821,45.7478,55.4252,64.9267,0.78,131.22,3602,0.9351,0.16900,0.40100,0.59200,1036,4643
8192702,186.5103,93.5484,44.3793,55.6207,63.5191,23.95,132.27,4285,1.0636,0.03200,-0.09900,1.73900,1037,4643
8197702,186.8035,94.1349,45.6501,55.4252,64.2229,0.39,129.90,3562,0.9286,1.15600,0.11800,0.07700,1038,4643
8233035,187.6833,93.8416,45.6501,55.4252,63.8710,0.19,131.22,3628,1.1021,0.63500,0.33500,0.27500,1041,437
8238035,185.9238,94.1349,45.4545,55.4252,63.5191,0.00,131.22,3339,0.9479,0.63500,0.33500,0.27500,1041,5437
8243035,186.2170,92.6686,45.7478,55.4252,63.8710,0.68,128.85,3273,0.6587,1.50800,0.23100,0.18300,1047,4811
8248035,185.9238,93.8416,45.5523,55.4252,63.8710,0.29,131.48,3405,0.7776,-0.51400,0.23600,1.36500,1048,4801
8253479,186.5103,93.5484,45.6501,55.4252,63.5191,0.29,128.85,3391,0.9254,0.15400,0.50900,0.95100,1050,1
8258479,186.2170,93.8416,45.6501,55.4252,63.8710,0.19,131.48,3339,0.9415,0.50600,-0.37500,1.35600,1051,245
8263479,186.2170,94.1349,45.6501,55.4252,64.5748,0.88,131.74,3378,0.9158,0.24000,0.42500,0.96500,1052,419
8268479,186.2170,93.8416,45.6501,55.2297,63.8710,0.00,133.32,3589,1.0347,0.31200,-0.28500,1.34300,1053,245
8273479,186.5103,93.8416,45.6501,55.4252,64.2229,0.00,132.01,3273,1.1471,0.14600,0.61100,1.07100,1054,332
8278479,186.2170,93.8416,45.5523,55.2297,63.8710,0.58,129.90,3352,1.1568,0.51600,-0.36800,1.27500,1055,245
8283479,186.5103,93.5484,45.5523,55.3275,64.2229,0.00,129.90,2813,0.6202,0.10900,0.46600,1.01700,1056,332
8288479,186.5103,93.8416,45.5523,55.4252,63.8710,0.00,131.22,2984,0.6491,0.80100,-0.06300,1.04800,1057,332
8293479,186.8035,94.1349,45.5523,55.3275,63.1672,0.10,129.90,2747,0.8354,-0.13100,0.60100,1.14700,1058,245
8298479,186.8035,93.2551,45.6501,55.3275,63.5191,0.49,132.01,2826,0.6844,0.48500,-0.49600,1.47900,1059,245
8303479,185.9238,93.8416,45.7478,55.4252,63.8710,0.29,130.43,2879,0.7390,0.17400,0.40500,0.95500,1060,419
8308479,186.2170,93.2551,45.5523,55.3275,63.5191,0.10,129.64,2800,0.6298,1.26600,0.10500,0.84000,1061,332
8313479,186.2170,93.8416,45.5523,55.4252,63.8710,0.00,129.90,2839,0.6651,-0.10300,0.18600,0.88800,1062,332
8318479,186.2170,93.8416,45.7478,55.5230,63.8710,0.10,131.22,2734,0.7905,1.15200,0.22700,0.71300,1063,332
8323479,186.2170,93.8416,45.6501,55.4252,63.5191,0.29,130.69,2800,0.7969,-0.40700,-0.26300,0.81800,1064,245
8328479,186.2170,93.8416,45.6501,55.3275,63.8710,0.00,130.43,2800,0.6362,0.50500,0.35000,1.39700,1065,332
8333479,186.5103,93.5484,45.7478,55.4252,63.8710,0.00,132.27,2826,0.6555,0.36000,-0.22500,0.78700,1066,332
8338479,186.2170,93.8416,45.6501,55.4252,63.8710,0.10,131.22,2550,0.7744,0.41600,0.32600,0.95100,1067,419
8343479,186.8035,95.6012,45.6501,55.4252,63.8710,0.29,130.17,2484,0.7937,0.81000,0.00000,0.67600,1068,593
8348479,186.8035,93.8416,45.7478,55.4252,63.8710,1.07,128.85,2484,0.8290,0.03400,0.04900,0.80600,1069,593
8382850,186.5103,93.8416,45.6501,55.4252,65.2786,0.49,130.43,2432,0.6812,0.46500,0.21100,1.15500,1072,0
8387850,186.8035,93.8416,45.5523,55.4252,63.5191,0.68,131.22,1893,0.6459,0.46500,0.21100,1.15500,1072,5000
8392850,186.5103,93.2551,45.6501,55.3275,64.2229,0.68,129.38,1932,0.6780,0.12000,0.17700,0.88600,1077,4790
8397850,187.0968,93.8416,45.5523,55.4252,64.2229,0.19,131.48,1972,0.7101,0.53900,0.03800,1.04800,1078,4790
8402850,186.5103,93.5484,45.3568,55.4252,63.1672,0.58,131.22,1840,0.7326,0.43800,0.03400,1.02100,1079,1996
8407850,186.5103,94.1349,45.7478,55.5230,64.9267,0.29,130.17,1945,0.7551,0.10400,-0.00600,0.86200,1080,4811
8412850,186.5103,93.5484,45.7478,55.4252,63.8710,0.19,128.85,2077,0.7583,0.43700,0.12800,1.02500,1081,4703
8417850,186.8035,93.5484,45.6501,55.4252,64.5748,0.97,130.95,1998,0.7583,0.36400,0.02900,1.15700,1082,4790
8422850,186.2170,93.5484,45.6501,55.4252,63.8710,1.27,129.11,2024,0.8065,0.28900,0.09900,1.00000,1083,1985
8427850,185.6305,93.5484,45.7478,55.4252,64.2229,0.49,130.17,1814,0.8097,0.30000,-0.06600,0.88700,1084,4790
8432850,185.6305,92.3754,45.3568,55.4252,64.2229,0.39,129.64,1853,0.8387,0.61400,0.21900,0.92100,1085,4790
8437850,186.8035,93.5484,45.6501,55.4252,64.2229,0.00,130.43,1906,0.8290,0.41500,0.05200,0.91800,1086,4812
8442850,186.5103,94.7214,45.5523,55.5230,64.2229,0.19,132.27,1893,0.8579,0.31500,0.10500,0.82000,1087,1966
8447850,186.2170,93.5484,45.6501,55.4252,63.5191,0.49,130.17,1945,0.8676,0.29500,-0.02500,0.94200,1088,4790
8452850,186.2170,94.1349,45.7478,55.5230,63.8710,0.00,130.17,1827,0.8965,0.42700,0.30700,1.01500,1089,4703
8457850,186.5103,93.5484,45.5523,55.4252,63.8710,0.78,129.38,1945,0.9029,0.42000,0.25000,1.02700,1090,4703
8462850,186.5103,93.2551,45.6501,55.4252,63.8710,0.29,129.38,2116,0.8997,0.27500,-0.07500,0.95800,1091,1957
8467850,186.2170,93.2551,45.6501,55.3275,63.1672,0.00,130.17,1945,0.9415,0.27200,0.13600,0.84600,1092,4790
8472850,186.5103,93.2551,45.7478,55.4252,63.8710,0.19,132.27,1972,0.9318,0.39900,0.07700,0.99100,1093,4812
8477850,185.9238,94.1349,45.6501,55.8162,64.2229,0.39,130.95,1748,0.9543,0.45100,0.08200,1.23300,1094,4790
8512384,185.9238,93.5484,45.5523,55.4252,63.5191,0.10,131.22,1288,0.8965,0.52800,0.17900,0.98000,1097,437
8517384,186.5103,93.5484,45.7478,55.4252,63.8710,0.00,131.22,1407,0.9158,0.52800,0.17900,0.98000,1097,5437
8522384,186.2170,93.8416,45.6501,55.4252,63.5191,0.29,130.43,1130,0.8965,0.34000,-0.00200,1.24800,1103,4324
8527384,186.2170,93.8416,45.6501,55.4252,64.2229,0.29,131.48,1078,0.8869,0.34000,0.00400,0.99600,1104,4497
8532384,186.2170,93.5484,45.5523,55.4252,63.8710,0.49,130.69,1157,0.8836,0.32100,0.18000,0.72300,1105,1941
8537384,185.6305,93.8416,45.5523,55.4252,63.8710,0.39,128.33,1144,0.9318,0.33700,0.08700,0.85100,1106,4411
