Time_us,Front_Right_Angle_Deg,Front_Left_Angle_Deg,Rear_Right_Travel,Rear_Left_Travel,Steering_Angle_Deg,TPS_Percent,Coolant_Temp_F,RPM,DD8_Volts,ax_g,ay_g,az_g,Accel_Seq,Accel_Age_us
10181960,186.5103,93.8416,45.4545,55.4252,63.5191,0.10,131.74,565,1.2082,0.36600,0.06100,0.95800,1435,3982
10212289,186.2170,93.8416,45.5523,55.4252,63.8710,0.10,130.17,592,1.1760,0.35100,0.07800,0.95900,1438,436
10217289,186.2170,93.8416,45.7478,55.5230,64.2229,0.49,131.22,460,1.1696,0.35100,0.07800,0.95900,1438,5436
10222289,185.9238,94.4282,45.6501,55.4252,63.8710,0.68,130.95,644,1.1825,0.35100,0.07200,0.95700,1443,4311
10227289,186.2170,94.1349,45.7478,55.4252,63.5191,1.27,133.58,592,1.1664,0.35400,0.07900,0.96100,1444,4311
10232744,185.9238,93.2551,45.6501,55.4252,63.8710,0.00,130.43,407,1.1857,0.35900,0.09800,0.96200,1445,1
10237744,185.9238,93.8416,45.6501,55.5230,63.5191,0.00,132.79,552,1.1760,0.37300,0.10500,0.95500,1446,4679
10242744,186.5103,93.5484,45.6501,55.4252,63.8710,1.07,130.17,552,1.1793,0.35800,0.08800,0.94000,1447,4766
10247744,186.2170,93.8416,45.6501,55.4252,63.8710,0.10,134.11,539,1.1728,0.37200,0.07800,0.94900,1448,4766
10252744,186.2170,90.3226,45.6501,55.6207,63.1672,0.00,130.43,605,1.1728,0.37300,0.09200,0.95400,1449,2065
10257744,185.6305,93.5484,45.5523,55.4252,63.8710,0.19,130.69,618,1.1568,0.37300,0.10100,0.95000,1450,4678
10262744,186.5103,93.8416,45.6501,55.4252,63.5191,0.00,127.80,421,1.1889,0.34900,0.11000,0.95400,1451,4678
10267744,186.2170,93.8416,45.6501,55.4252,63.5191,0.10,131.74,513,1.1857,0.35800,0.11800,0.97000,1452,4679
10272744,185.9238,93.2551,45.5523,55.4252,63.5191,0.00,134.37,460,1.2114,0.35300,0.11800,0.96400,1453,2047
10277744,186.2170,93.8416,45.6501,55.4252,63.8710,0.49,131.74,565,1.1793,0.36200,0.10100,0.95000,1454,4678
10282744,186.2170,94.1349,45.5523,55.4252,63.8710,0.19,133.32,578,1.1921,0.36600,0.08400,0.94800,1455,4766
10287744,186.2170,93.5484,45.5523,55.4252,64.2229,0.19,130.69,513,1.1664,0.37100,0.06200,0.96400,1456,4765
10292744,186.8035,94.4282,45.6501,55.4252,63.8710,0.29,129.11,539,1.2050,0.38100,0.07100,0.97200,1457,2041
10297744,185.9238,94.1349,45.7478,55.4252,63.8710,0.00,128.33,434,1.1985,0.36700,0.08200,0.96500,1458,4765
10302744,186.2170,93.2551,45.6501,55.4252,63.8710,0.19,129.90,539,1.2242,0.35400,0.08200,0.96800,1459,4765
10307744,185.6305,93.2551,45.6501,55.3275,64.2229,0.29,130.17,565,1.1953,0.36200,0.08300,0.96900,1460,4765
10336171,186.5103,93.8416,45.5523,55.4252,64.2229,1.17,129.64,513,1.2371,0.36000,0.06400,1.00300,1464,0
10341171,185.9238,93.5484,45.6501,55.5230,63.5191,0.10,133.58,526,1.2371,0.36000,0.06400,1.00300,1464,5000
10346171,186.2170,94.1349,45.7478,55.4252,64.2229,0.00,129.90,631,1.2403,0.37400,0.08500,0.96400,1468,3192
10351171,186.5103,94.1349,45.5523,55.4252,63.8710,0.00,129.38,526,1.2467,0.36700,0.08600,0.95400,1469,3192
10356171,187.0968,94.4282,45.5523,55.4252,63.8710,0.29,128.59,552,1.2596,0.36800,0.07300,0.95200,1470,2014
10361171,186.5103,92.9619,45.6501,55.4252,63.5191,0.10,128.59,618,1.2885,0.35500,0.08100,0.96700,1471,3192
10366171,186.8035,94.4282,45.5523,55.4252,63.5191,0.00,129.90,592,1.2853,0.35200,0.08900,0.98100,1472,3192
10371171,187.6833,94.1349,45.5523,55.4252,64.2229,0.00,128.85,513,1.2692,0.34800,0.09600,0.96800,1473,3192
10376171,186.5103,93.5484,45.7478,55.5230,64.2229,0.00,129.90,460,1.2660,0.34600,0.10700,0.96700,1474,1998
10381171,185.9238,93.5484,45.5523,55.4252,63.8710,0.00,131.48,578,1.3078,0.33800,0.10000,0.96400,1475,3105
10386171,185.9238,93.5484,45.5523,55.4252,65.2786,0.00,128.85,552,1.3078,0.36400,0.09500,0.95200,1476,3192
10391171,186.2170,93.8416,45.6501,55.4252,64.5748,0.00,130.69,631,1.2949,0.37700,0.07700,0.93500,1477,3192
10396171,188.2698,94.4282,45.5523,55.4252,64.2229,0.39,129.64,500,1.2628,0.37100,0.06600,0.94200,1478,1986
10401171,186.2170,94.1349,45.7478,55.4252,63.5191,0.49,131.74,565,1.2724,0.37000,0.06700,0.97000,1479,3192
10406171,186.8035,93.8416,45.7478,55.5230,63.8710,0.39,128.85,526,1.2853,0.36500,0.07400,0.95700,1480,3192
10411171,186.8035,93.8416,45.6501,55.4252,63.8710,0.19,128.85,578,1.3014,0.37200,0.09200,0.96500,1481,3192
10416171,187.3900,94.4282,45.6501,55.4252,63.5191,0.00,130.17,552,1.2981,0.36900,0.07500,0.95900,1482,1973
10421171,186.5103,92.9619,45.7478,55.4252,64.2229,0.00,128.85,592,1.2949,0.37800,0.06600,0.95800,1483,3192
10426171,186.8035,93.8416,45.7478,55.3275,63.5191,0.10,128.33,684,1.2949,0.38500,0.06500,0.96700,1484,3192
10431171,186.8035,94.4282,45.6501,55.4252,63.5191,0.00,129.38,460,1.3078,0.37000,0.06000,0.97400,1485,3192
10459673,186.5103,94.1349,45.7478,55.4252,65.2786,0.49,130.95,552,1.2500,0.35400,0.10400,0.95500,1488,0
10464673,186.2170,93.5484,45.5523,55.4252,63.8710,0.00,130.69,526,1.2821,0.35400,0.10400,0.95500,1488,5000
10469673,185.9238,93.8416,45.6501,55.5230,63.8710,0.39,131.48,552,1.2403,0.36000,0.06700,0.96600,1493,1694
10474673,186.5103,94.4282,45.7478,55.4252,64.2229,0.10,130.69,500,1.2885,0.35300,0.08800,0.98000,1494,1694
10479673,186.2170,94.1349,45.7478,55.5230,63.8710,1.27,131.48,407,1.2596,0.35700,0.09400,0.96400,1495,1694
10484673,186.2170,93.5484,45.6501,55.3275,63.5191,0.10,130.43,618,1.2917,0.35900,0.09200,0.96500,1496,1694
10489673,186.5103,94.4282,45.7478,55.3275,63.8710,0.10,130.43,539,1.2885,0.34800,0.08300,0.94300,1497,1694
10494673,186.5103,93.2551,45.5523,55.4252,63.8710,0.68,132.27,552,1.2981,0.36200,0.06800,0.97600,1498,1694
10499673,185.9238,92.6686,45.6501,55.4252,63.8710,0.00,132.79,644,1.3046,0.35100,0.08200,0.99000,1499,1694
10504673,187.0968,93.8416,45.6501,55.3275,63.8710,0.00,130.69,592,1.2724,0.37100,0.10700,0.96000,1500,1607
10509673,186.2170,93.8416,45.4545,55.3275,63.5191,0.58,131.74,526,1.3046,0.34000,0.10100,0.95500,1501,1607
10514673,186.2170,93.5484,45.7478,55.4252,63.5191,0.00,132.01,578,1.3046,0.34900,0.12000,0.96700,1502,1607
10519673,185.6305,92.9619,45.5523,55.4252,63.5191,0.00,129.64,539,1.2789,0.35200,0.10900,0.95900,1503,1607
10524673,186.5103,93.8416,45.6501,55.5230,63.1672,0.00,130.17,184,1.2564,0.35300,0.11100,0.95700,1504,1607
10529673,186.8035,93.5484,45.6501,55.3275,63.8710,0.00,129.64,26,1.2564,0.34000,0.07400,0.95100,1505,1694
10534673,186.2170,93.8416,45.6501,55.4252,63.8710,0.00,131.22,0,1.2467,0.37400,0.08500,0.96900,1506,1694
10539673,186.5103,93.8416,45.6501,55.5230,63.5191,0.10,130.95,26,1.2789,0.33800,0.08000,0.97200,1507,1693
10544673,186.2170,93.8416,45.6501,55.4252,63.8710,0.00,131.74,39,1.2500,0.35400,0.08400,0.96000,1508,1694
10549673,186.2170,93.5484,45.7478,55.3275,63.5191,0.29,129.11,66,1.2435,0.37400,0.08000,0.96200,1509,1694
10554673,186.8035,93.2551,45.7478,55.4252,63.8710,0.88,130.69,0,1.2692,0.34700,0.04800,0.97300,1510,1694
10559673,186.2170,93.5484,45.6501,55.5230,63.8710,0.29,130.17,53,1.2757,0.36100,0.04900,0.98400,1511,1693
10564673,186.2170,93.5484,45.5523,55.4252,63.8710,1.27,133.58,13,1.2403,0.35300,0.04600,0.96300,1512,1694
10569673,186.5103,93.8416,45.7478,55.3275,63.8710,0.10,129.11,13,1.2724,0.36400,0.06200,0.97500,1513,1694
10574673,186.5103,94.1349,45.6501,55.3275,63.5191,0.00,130.95,105,1.2307,0.36600,0.06600,0.96800,1514,1694
10603249,186.5103,94.4282,45.7478,55.3275,63.8710,0.10,126.22,13,1.2339,0.35500,0.08100,0.96600,1517,1
10608249,186.2170,93.5484,45.7478,55.4252,65.2786,0.00,129.11,79,1.2564,0.35500,0.08100,0.96600,1517,5001
10613249,186.2170,93.5484,45.6501,55.3275,64.2229,0.00,129.64,0,1.2403,0.36800,0.09300,0.97400,1522,269
10618249,187.3900,92.3754,45.6501,55.4252,63.8710,0.00,130.17,26,1.2146,0.35400,0.10000,0.97200,1523,182
10623249,186.2170,93.5484,45.5523,55.4252,63.8710,0.78,132.27,0,1.2275,0.35600,0.08200,0.94800,1524,269
10628249,186.2170,93.8416,45.6501,55.5230,63.8710,0.10,130.69,0,1.2307,0.35900,0.08200,0.96500,1525,269
10633249,187.0968,95.0147,45.7478,55.4252,63.5191,0.00,130.43,79,1.2275,0.35600,0.07900,0.96800,1526,269
10638249,185.9238,93.5484,45.6501,55.5230,63.8710,0.68,133.58,13,1.2371,0.36200,0.09300,0.94800,1527,269
10643249,186.2170,94.7214,45.6501,55.4252,63.8710,0.00,129.64,13,1.2467,0.36200,0.06800,0.95900,1528,269
10648249,185.9238,93.5484,45.5523,55.4252,64.2229,0.19,130.43,0,1.2371,0.36200,0.06800,0.95800,1529,269
10653249,186.2170,93.2551,45.5523,55.4252,63.8710,0.68,130.95,105,1.2275,0.36700,0.07300,0.96300,1530,269
10658249,185.9238,93.5484,45.5523,55.5230,63.5191,0.49,129.90,0,1.2403,0.35900,0.06900,0.94500,1531,269
10663249,187.6833,94.1349,45.7478,55.3275,63.5191,0.10,129.11,79,1.2371,0.37400,0.06500,0.96800,1532,269
10668249,186.8035,91.4956,45.6501,55.4252,63.8710,0.00,129.90,13,1.2403,0.35200,0.09100,0.97000,1533,269
10673249,187.0968,93.5484,45.4545,55.4252,63.8710,0.88,133.32,13,1.2242,0.35400,0.09200,0.94800,1534,269
10678249,186.5103,92.9619,45.5523,55.4252,64.2229,0.10,131.22,0,1.2178,0.35300,0.09900,0.97200,1535,269
10683249,186.5103,93.8416,45.5523,55.3275,63.8710,0.78,130.69,13,1.2467,0.35300,0.09100,0.97700,1536,269
10688249,186.8035,93.8416,45.6501,55.3275,63.5191,0.00,132.53,0,1.2210,0.35900,0.08300,0.96600,1537,269
10693249,185.9238,93.5484,45.7478,55.4252,63.8710,0.29,129.38,79,1.2435,0.35400,0.07200,0.97100,1538,269
10698249,186.8035,93.8416,45.5523,55.3275,63.1672,0.00,129.90,171,1.2242,0.35700,0.08900,0.95300,1539,269
10729579,187.0968,93.8416,45.6501,55.4252,63.5191,0.19,130.69,53,1.1953,0.36100,0.07200,0.95900,1542,436
10734579,186.2170,94.4282,45.5523,55.4252,64.2229,0.19,133.06,26,1.2307,0.36100,0.07200,0.95900,1542,5436
10739579,185.9238,93.2551,45.5523,55.4252,63.8710,0.00,130.17,184,1.2146,0.36100,0.07700,0.97600,1547,1599
10744579,186.5103,93.2551,45.7478,55.4252,63.8710,0.00,129.64,92,1.2242,0.36300,0.07500,0.96700,1548,1599
10749579,186.5103,94.4282,45.6501,55.3275,63.1672,0.00,131.22,53,1.2018,0.36700,0.07900,0.95700,1549,1599
10754579,186.2170,93.5484,45.5523,55.3275,63.8710,0.29,131.48,0,1.2210,0.37900,0.08800,0.96400,1550,1599
10759579,186.8035,93.5484,45.5523,55.3275,63.8710,0.10,132.01,0,1.2050,0.36500,0.09400,0.96100,1551,1599
10764579,186.8035,93.8416,45.5523,55.3275,63.5191,0.10,132.79,26,1.2082,0.36400,0.08900,0.96400,1552,1599
10769579,186.2170,94.1349,45.2590,55.4252,63.8710,0.00,129.38,0,1.2307,0.36300,0.10400,0.95800,1553,1512
10774579,186.5103,93.5484,45.5523,55.3275,64.9267,0.58,131.74,0,1.2018,0.36300,0.09900,0.97700,1554,1599
10779579,186.8035,94.1349,45.6501,55.4252,63.5191,0.10,130.69,66,1.2403,0.36000,0.08300,0.97200,1555,1599
10784579,186.2170,93.8416,45.9433,55.4252,63.5191,0.00,128.33,0,1.2178,0.36600,0.07800,0.97400,1556,1599
10789579,186.2170,93.5484,45.5523,55.4252,63.5191,0.49,129.64,13,1.2210,0.36100,0.08300,0.96800,1557,1599
10794579,186.2170,93.5484,45.6501,55.4252,63.1672,0.00,129.38,0,1.2435,0.37000,0.09400,0.97600,1558,1599
10799579,186.5103,93.5484,45.6501,55.3275,63.5191,0.19,129.11,39,1.1889,0.36100,0.08700,0.97100,1559,1599
10804579,186.2170,93.5484,45.5523,55.4252,63.5191,0.10,132.27,26,1.2050,0.36500,0.08400,0.97400,1560,1599
10809579,186.5103,93.8416,45.5523,55.4252,63.8710,0.29,131.74,0,1.2018,0.35800,0.09700,0.95900,1561,1599
10814579,186.5103,95.3079,45.6501,55.4252,63.8710,0.00,130.43,26,1.1825,0.36300,0.08200,0.97000,1562,1599
10819579,186.2170,93.8416,45.5523,55.4252,63.8710,0.00,129.38,13,1.2082,0.36300,0.08300,0.96400,1563,1599
10824579,185.9238,93.8416,45.6501,55.4252,63.5191,0.00,132.01,0,1.1600,0.35800,0.07800,0.95100,1564,1599
10829579,185.9238,93.5484,45.6501,55.4252,63.8710,0.10,129.90,0,1.2242,0.36900,0.10100,0.95800,1565,1512
10834579,187.0968,94.4282,45.5523,55.4252,63.5191,0.00,130.17,66,1.1985,0.36500,0.09300,0.97100,1566,1599
10839579,186.2170,93.8416,45.6501,55.5230,64.2229,0.29,127.27,0,1.1985,0.36100,0.08500,0.95800,1567,1599
10844579,186.2170,93.8416,45.5523,55.4252,63.8710,0.19,129.64,0,1.2307,0.36800,0.11400,0.95300,1568,1512
10873032,185.6305,93.5484,45.6501,55.5230,63.8710,0.10,131.48,0,1.2403,0.35200,0.08700,0.95600,1571,1
10878032,186.8035,93.5484,45.6501,55.3275,63.8710,0.39,131.22,92,1.1728,0.35200,0.08700,0.95600,1571,5001
10883032,186.2170,93.2551,45.7478,55.4252,63.8710,0.29,129.64,26,1.1921,0.35200,0.08700,0.95600,1571,10001
10888032,186.2170,93.8416,45.5523,55.5230,64.5748,0.29,129.11,26,1.2082,0.36300,0.09800,0.97500,1577,52
10893032,186.5103,93.8416,45.5523,55.3275,63.8710,0.49,129.64,0,1.1857,0.36600,0.07700,0.95200,1578,52
10898032,186.2170,93.8416,45.5523,55.5230,63.8710,0.58,131.74,13,1.1985,0.36600,0.07700,0.95200,1578,5052
10903032,186.8035,93.8416,45.6501,55.4252,64.2229,0.10,131.22,0,1.1760,0.35200,0.09100,0.97200,1580,51
10908032,186.5103,93.8416,45.6501,55.4252,63.8710,0.10,130.95,0,1.1889,0.37600,0.08500,0.97300,1581,52
10913032,187.0968,93.8416,45.7478,55.4252,63.5191,0.00,128.85,0,1.1793,0.37500,0.09000,0.95400,1582,51
10918032,186.5103,94.1349,45.5523,55.3275,63.5191,0.00,132.27,53,1.2082,0.37500,0.09000,0.95400,1582,5051
10923032,185.9238,93.5484,45.5523,55.4252,63.8710,0.58,132.27,0,1.2178,0.36300,0.10500,0.93700,1583,4812
10928032,185.9238,95.0147,45.7478,55.3275,63.8710,0.00,129.11,79,1.2114,0.34800,0.09700,0.97300,1585,52
10933032,186.2170,93.8416,45.5523,55.3275,62.8153,0.00,132.27,66,1.1825,0.36100,0.08700,0.96200,1586,52
10938032,186.5103,93.8416,45.8456,55.5230,63.8710,0.39,128.85,0,1.1953,0.36800,0.08500,0.95900,1587,52
10943032,186.8035,94.1349,45.7478,55.3275,63.5191,0.10,128.85,0,1.1760,0.36000,0.08300,0.98400,1588,51
10948032,186.5103,93.8416,45.5523,55.2297,63.8710,0.00,132.01,53,1.1985,0.35200,0.08500,0.98000,1589,51
10953032,186.5103,94.1349,45.7478,55.3275,63.5191,0.19,130.17,79,1.1760,0.34500,0.09600,0.95700,1590,52
10958032,186.8035,93.2551,45.6501,55.4252,63.8710,0.19,130.43,0,1.1825,0.35400,0.09300,0.96200,1591,52
10963032,187.0968,93.5484,45.5523,55.4252,63.5191,0.19,130.69,53,1.1825,0.36200,0.07600,0.95900,1592,51
10968032,186.8035,94.1349,45.5523,55.3275,63.5191,0.00,129.38,13,1.1889,0.37000,0.08000,0.95900,1593,51
10973032,185.9238,94.1349,45.6501,55.3275,63.5191,0.00,128.85,66,1.2050,0.37200,0.09000,0.93600,1594,51
11002034,186.2170,93.8416,45.8456,55.5230,64.2229,0.00,129.38,39,1.1728,0.34400,0.09000,0.97300,1597,437
11007034,185.6305,93.2551,45.6501,55.5230,64.2229,0.29,131.22,13,1.1568,0.36500,0.06800,0.96700,56352,4053
11012035,185.9238,93.8416,45.6501,55.5230,63.5191,0.19,130.69,105,1.1503,0.37200,0.07000,0.94600,1601,4054
11017035,186.2170,93.5484,45.6501,55.3275,64.2229,0.00,129.11,53,1.1825,0.37700,0.09100,0.94600,1602,1916
11022035,185.9238,93.8416,45.5523,55.4252,64.5748,0.10,130.43,184,1.1728,0.37900,0.08200,0.97500,1603,4054
11027035,187.0968,93.5484,45.7478,55.4252,63.8710,1.36,132.01,131,1.2146,0.34600,0.07500,0.96000,1604,4054
11032035,186.5103,93.5484,45.5523,55.4252,63.8710,0.19,129.38,13,1.1825,0.34300,0.10100,0.95000,1605,3967
11037035,186.2170,93.5484,45.6501,55.4252,64.2229,0.00,132.01,79,1.1793,0.35800,0.09400,0.96500,1606,1877
11042035,186.2170,93.8416,45.6501,55.5230,64.2229,0.10,130.17,66,1.1857,0.35700,0.07200,0.96300,1607,4054
11047035,186.2170,95.3079,45.6501,55.4252,63.8710,0.19,130.95,0,1.1536,0.35600,0.07400,0.95200,1608,4054
11052035,186.5103,93.8416,45.5523,55.3275,64.2229,0.58,131.74,26,1.1696,0.37300,0.08800,0.95200,1609,4054
11057035,186.2170,93.8416,45.6501,55.4252,64.2229,0.49,131.22,145,1.2050,0.37500,0.09100,0.94400,1610,1852
11062035,185.9238,94.1349,45.6501,54.9365,64.2229,0.88,130.69,13,1.1536,0.37400,0.09400,0.96600,1611,4054
11067035,186.2170,94.1349,45.6501,55.4252,64.2229,0.10,133.06,53,1.1664,0.34600,0.09200,0.96400,1612,4054
11072035,186.5103,94.1349,45.5523,55.4252,64.2229,0.10,130.69,13,1.2050,0.35000,0.11500,0.96200,1613,3967
11077035,185.6305,93.5484,45.6501,55.7185,63.5191,0.10,130.95,39,1.1600,0.37700,0.07700,0.97600,1614,1802
11082035,186.8035,93.5484,45.6501,55.4252,64.2229,0.00,129.90,0,1.1760,0.36400,0.06600,0.95400,1615,4054
11087035,185.9238,93.8416,45.6501,55.3275,63.8710,0.00,130.43,118,1.1857,0.36800,0.09300,0.94500,1616,4054
11092035,185.6305,93.8416,45.6501,55.3275,64.5748,0.00,130.17,105,1.1728,0.36600,0.11600,0.97100,1617,3967
11097035,186.8035,93.8416,45.6501,55.3275,63.8710,0.29,131.22,0,1.2018,0.36600,0.10700,0.98400,1618,1799
11102035,186.2170,94.4282,45.7478,55.4252,63.5191,0.19,131.22,0,1.1696,0.35400,0.08900,0.95200,1619,4054
11107035,186.2170,94.1349,45.6501,55.4252,63.8710,0.00,133.06,53,1.1953,0.36200,0.09300,0.94200,1620,4054
11112035,185.3372,93.5484,45.6501,55.5230,63.5191,0.00,132.01,92,1.1857,0.37900,0.09200,0.96400,1621,4054
11144954,186.8035,93.8416,45.5523,55.3275,63.5191,0.00,131.22,13,1.1439,0.36300,0.08800,0.96000,1624,2
11149954,186.5103,93.2551,45.5523,55.5230,64.2229,0.10,130.43,13,1.1632,0.36300,0.08800,0.96000,1624,5002
11154954,186.5103,94.1349,45.6501,55.4252,63.5191,0.10,131.74,39,1.1632,0.35100,0.05200,0.96000,1630,1973
11159954,186.8035,92.0821,45.9433,55.4252,63.8710,0.39,133.06,0,1.1728,0.35300,0.07400,0.94600,1631,1973
11164954,186.2170,93.2551,45.6501,55.4252,63.8710,0.10,129.64,26,1.1696,0.36700,0.08200,0.97100,1632,1973
11169954,186.2170,93.5484,45.4545,55.4252,63.5191,0.19,131.22,0,1.1600,0.36500,0.07100,0.97300,1633,1973
11174954,186.5103,93.8416,45.6501,55.5230,64.2229,0.19,128.59,39,1.1760,0.35700,0.07900,0.95500,1634,1973
11179954,185.9238,92.3754,45.6501,55.4252,63.8710,0.29,130.17,39,1.1760,0.36700,0.10300,0.95300,1635,1886
11184954,186.5103,93.5484,45.6501,55.5230,64.2229,0.00,131.48,0,1.1696,0.37800,0.10600,0.95400,1636,1886
11189954,185.9238,94.4282,45.5523,55.2297,63.8710,0.39,133.06,0,1.1278,0.36800,0.08100,0.95600,1637,1973
11194954,185.9238,93.5484,45.7478,55.4252,63.8710,0.19,128.85,39,1.1728,0.36600,0.07900,0.95600,1638,1973
11199954,186.2170,93.5484,45.6501,55.5230,63.8710,0.10,130.17,13,1.1793,0.37300,0.08600,0.94800,1639,1973
11204954,186.2170,94.1349,45.7478,55.4252,63.5191,0.00,130.95,39,1.1664,0.39300,0.07600,0.95000,1640,1973
11209954,186.2170,94.1349,45.5523,55.3275,63.8710,0.00,129.64,39,1.1600,0.36700,0.07500,0.95700,1641,1973
11214954,186.2170,91.7889,45.6501,55.3275,63.8710,0.58,130.95,0,1.1503,0.36700,0.08800,0.95100,1642,1973
11219954,186.2170,93.2551,45.5523,55.4252,63.8710,0.10,129.64,13,1.1664,0.37500,0.09600,0.96000,1643,1972
11248303,185.9238,94.4282,45.7478,55.5230,63.8710,0.10,132.53,53,1.1375,0.37200,0.11000,0.93600,1646,1
11253303,185.9238,93.2551,45.5523,55.4252,64.5748,0.97,130.43,0,1.1343,0.37200,0.11000,0.93600,1646,5001
11258303,186.2170,94.4282,45.5523,55.3275,63.5191,0.00,129.90,0,1.1439,0.36700,0.09300,0.98000,1651,321
11263303,185.3372,93.8416,45.6501,55.4252,63.1672,0.49,130.43,0,1.1182,0.34600,0.07600,0.97400,1652,321
11268303,185.6305,93.8416,45.5523,55.4252,63.8710,0.00,130.69,26,1.1568,0.34800,0.08000,0.96100,1653,321
11273303,187.6833,93.5484,45.5523,55.4252,63.8710,0.97,131.48,13,1.1407,0.36200,0.10100,0.97100,1654,234
11278303,185.9238,93.8416,45.7478,55.5230,64.2229,0.10,128.59,13,1.1471,0.36600,0.08000,0.98400,1655,321
11283303,186.8035,94.1349,45.7478,55.4252,63.8710,0.10,129.38,118,1.1600,0.36000,0.07800,0.95300,1656,321
11288303,186.2170,93.5484,45.6501,55.3275,63.8710,0.58,130.95,0,1.1439,0.36200,0.08900,0.94600,1657,321
11293303,186.2170,94.7214,45.5523,55.4252,63.8710,0.00,128.85,26,1.1343,0.38400,0.11700,0.95900,1658,234
11298303,185.9238,93.8416,45.6501,55.4252,63.8710,0.49,129.64,0,1.1536,0.35900,0.09900,0.96700,1659,321
11303303,185.9238,93.2551,45.6501,55.5230,63.8710,0.10,130.17,13,1.1343,0.34700,0.08600,0.95400,1660,321
11308303,185.9238,93.5484,45.5523,55.3275,64.2229,0.68,131.22,79,1.1278,0.35500,0.09900,0.94500,1661,321
11313303,185.9238,93.5484,45.6501,55.5230,63.5191,0.29,130.95,0,1.1311,0.38100,0.08900,0.96600,1662,322
11318303,185.0440,93.5484,45.5523,55.4252,63.5191,0.00,129.90,13,1.1536,0.36600,0.06300,0.97500,1663,321
11323303,185.9238,93.2551,45.5523,55.4252,64.5748,1.36,131.74,0,1.1439,0.35400,0.06900,0.95900,1664,321
11328303,186.2170,94.1349,45.5523,55.3275,63.5191,0.39,132.27,53,1.1439,0.36100,0.09300,0.97400,1665,322
11333303,186.2170,93.8416,45.6501,55.4252,63.5191,0.10,129.90,0,1.1343,0.36100,0.07000,0.97500,1666,321
11338303,186.5103,93.5484,45.6501,55.3275,63.5191,1.36,130.69,26,1.1568,0.36400,0.05200,0.95300,1667,321
11343303,186.2170,94.1349,45.5523,55.4252,62.8153,0.10,131.22,26,1.1471,0.35000,0.09400,0.96400,1668,321
11371703,186.5103,93.8416,45.7478,55.3275,63.1672,0.10,131.22,66,1.1182,0.35700,0.07000,0.94400,1671,1
11376703,186.5103,94.1349,45.6501,55.4252,63.8710,0.00,131.22,26,1.1471,0.37000,0.06900,0.94700,16774,3721
11381703,186.2170,92.9619,45.4545,55.3275,63.5191,0.10,130.95,158,1.1246,0.35300,0.07000,0.96600,1675,3721
11386703,187.0968,93.8416,45.5523,55.3275,63.5191,0.10,128.33,197,1.1632,0.36100,0.07100,0.96200,1676,3721
11391703,186.5103,94.4282,45.6501,55.4252,63.5191,0.00,129.90,26,1.1278,0.37900,0.07500,0.97300,1677,1946
11396703,186.2170,93.8416,45.8456,55.5230,63.5191,0.00,128.06,13,1.1568,0.35700,0.06900,0.97300,1678,3721
11401703,185.6305,93.5484,45.6501,55.5230,63.8710,0.78,130.95,0,1.1664,0.34200,0.08800,0.95400,1679,3721
11406703,186.2170,93.8416,45.6501,55.4252,64.5748,0.68,128.85,13,1.1343,0.37600,0.08600,0.96200,1680,3721
11411703,186.2170,94.4282,45.7478,55.5230,63.5191,0.00,128.85,0,1.1664,0.37000,0.09000,0.96900,1681,1932
11416703,185.9238,93.8416,45.5523,55.4252,63.1672,0.00,132.79,13,1.1568,0.33700,0.08500,0.97100,1682,3721
11421703,185.9238,96.1877,45.5523,55.5230,64.2229,0.68,132.53,0,1.1857,0.35000,0.09500,0.95800,1683,3721
11426703,185.9238,93.2551,45.5523,55.4252,64.2229,0.49,132.53,26,1.1600,0.37400,0.10900,0.96400,1684,3634
11431703,186.2170,94.1349,45.5523,55.4252,63.8710,0.00,131.74,0,1.1696,0.35400,0.08800,0.97900,1685,1920
11436703,185.6305,93.5484,45.6501,55.5230,63.5191,0.10,130.17,0,1.1632,0.34400,0.09000,0.94900,1686,3721
11441703,185.9238,96.7742,45.6501,55.4252,63.8710,0.19,131.22,0,1.1985,0.37200,0.08800,0.96400,1687,3721
11446703,186.5103,93.8416,45.7478,55.5230,64.2229,0.00,129.64,13,1.1857,0.37300,0.07000,0.96900,1688,3721
11451703,186.8035,93.8416,45.5523,55.3275,63.1672,0.10,132.27,92,1.1632,0.35200,0.06300,0.97200,1689,1912
11456703,185.9238,94.1349,45.5523,55.4252,63.8710,0.10,130.95,118,1.1889,0.34700,0.07900,0.96800,1690,3721
11461703,186.5103,93.5484,45.5523,55.4252,63.8710,1.27,132.27,39,1.1921,0.37500,0.10100,0.96000,1691,3634
11466703,186.2170,94.1349,45.6501,55.4252,64.2229,0.49,132.53,0,1.1728,0.36800,0.07900,0.96300,1692,3721
11471703,185.0440,93.8416,45.6501,55.4252,63.1672,0.29,132.79,13,1.1471,0.34500,0.08100,0.97200,1693,1892
11476703,185.6305,94.4282,45.6501,55.4252,62.8153,0.19,132.01,13,1.1793,0.36000,0.08300,0.95200,1694,3721
11481703,186.2170,93.5484,45.6501,55.5230,63.5191,0.29,129.64,13,1.1825,0.37800,0.08100,0.97200,1695,3721
11486703,185.9238,93.8416,45.7478,55.5230,63.8710,0.39,130.17,0,1.1760,0.35300,0.07100,0.96900,1696,3721
11515582,186.8035,94.1349,45.5523,55.4252,63.5191,0.00,130.69,13,1.1632,0.38500,0.07800,0.95700,1699,436
